content,score,text_processed,topic
"Halo, saya ada saran untuk fitur transfer level atma ke sesama atma yang lvl bintangnya sama, mungkin bisa dipertimbangkan. Terima kasih.",5,halo saran fitur transfer level atma atma lvl dipertimbangkan,bahasa atau cerita
"Sedikit saran saja, kalau bisa sih untuk atma yang bisa disynth dari b4 di hilangkan dari lilin kan tingkat rarenya beda, bagi mereka yang benar-benar zonk saat gacha bisa terobati di tiup lilin sama ditambah lagi lah event-event untuk ladang koin...ditunggu untuk update main story serta altar shopnya...pokoknya maju terus lah buat game Indonesia",5,saran atma disynth hilangkan lilin tingkat beda zonk gacha obat tiup lilin ditambah event event ladang koin ditunggu update main story altar maju indonesia,bahasa atau cerita
Good game kalau bisa tambahin animasi atmanya juga terus tambahin lagi beberapa atma lain mungkin developer juga punya banyak referensi atma yg lain,5,good animasi atma developer referensi atma,bahasa atau cerita
"apakah bisa jika di hubungkan dengan akun facebook/google play disaat saya mau daftar melewati salah satunya saya tidak dapat masuk,mohon penjelasanya,terimakasih",5,hubungkan akun facebook google play disaat daftar salah tidak masuk mohon,koneksi
Astaga . Baru update udh update lgi ... 🤔🤔 cuma selang dua hari,3,astaga update update lgi selang,bahasa atau cerita
"Aaaa gokilllll keren abisss ,ga kebayang klo misal gamenya jadi moba gitu ahahaha ,min bikinin lah versi mobanya hehehe",5,aaaa gokilllll keren abisss tidak kebayang moba ahahaha min bikinin versi mobanya hehehe,karakter gacha
"Sangat keren ibu, saya senang memainkan ini ibuuuu. Tapi saya takut ibu karena game ini banyak hantuuunyaaa ibuuuu. Terimakaasihh garenaaaa telah membuaat game ini!!! Saya yakinn ibuu pastii bangga anaaknyaaa komeenn disiiniiii, LAFYUUUUUUU GARENNNAA JANGAN LUPAAA BAGI BAGII CASH BIAR BISA BELII SENJATAAAA 30HARIII",5,keren senang main ibuuuu takut hantuuunyaaa ibuuuu terimakaasihh garenaaaa membuaat yakinn ibuu pastii anaaknyaaa komeenn disiiniiii lafyuuuuuuu garennnaa lupaaa bagii cash biar belii senjataaaa,bahasa atau cerita
"GAME INI BAGUS BANGET!!!!! AUDIONYA ENAKKKKK!!!! INI WAJIB DI DONLOD!!!! Masalahnya cuma satu! Kok gak bisa yah bahasa inggris nya diubah jadi bahasa indonesia? Itu aja masalah ku, Makasih ya agate games udh ngeluarin game ini! Sukses terus!",5,bagus banget audionya enakkkkk wajib donlod tidak yah bahasa inggris diubah bahasa indonesia makasih ya agate games ngeluarin sukses,bahasa atau cerita
"Baguslah gamenya,seru,penuh dengan mistis,babyak misteri². Ya bisa dibilang sih seperti kenyataanyg ada pemikiran mistis² ok dah gitu ajh daei saya!!!! Untuk seterusnya mohon untuk memakai bahasa indonesia saja ya terima kasih",5,baguslah seru penuh mistis misteri ya dibilang kenyataanyg pikir mistis oke dah ajh daei mohon pakai bahasa indonesia ya,bahasa atau cerita
sangat puas game nya coba di beri suara teriakan/jeritan atau suara mistis Edit: Susah Masuknya Buat download kenceng streaming okey main code atma signalnya nggak kuat,5,puas coba suara teriak jerit suara mistis edit susah download kenceng streaming okey main code atma kuat,bahasa atau cerita
"Bahasanya ga bisa di ganti, setelah update, feel-nya gw lebih dapet Bahasa Indonesia",1,tidak ganti update feel bahasa indonesia,bahasa atau cerita
"tolong lah pakek bhs.indo aja atau nggk kasih pilihan pakek bhs.indo/inggris...jujur gw nggk bisa bhs inggris...& sebenernya gw suka bgt ama nih game tapi gw jadi agak males gara"" nggk ngerti artinya....tolong lah plisss",4,tolong pakek bhs indonesia tidak kasih pilih pakek bhs indonesia inggris jujur tidak bhs inggris suka bgt males gara tidak ngerti tolong plisss,bahasa atau cerita
one of the best games ever,5,one best games ever,perangkat hp
"Rate gacha sangat amat kecil, tidak ada fitur change bahasa, walaupun pakai power sabing tetep nguras baterai",1,rate gacha tidak fitur change bahasa pakai power sabing tetep nguras baterai,bahasa atau cerita
"Lumayan bagus sih ini gamenya,tapi knp susah bngt sih bwt dpt Noni gitu,skli2 Mimin ksh keringanan dung bwt event2nya dan 1 lgi knp bwt nambah pertemanan blm ada juga.... Sekian dari saya , semoga permintaan saya CPT dikabulkan dan hbs itu saya baru ksh bntng 5 dh🙏🙏🙏🙏",3,lumbago bagus knp susah bngt bwt dpt noni mimin ksh ringan dung bwt lgi knp bwt nambah teman blm kian moga cpt dikabulkan hbs ksh bntng,bahasa atau cerita
Kok pengaturan bahasa kagak bisa diganti ya?,5,atur bahasa kagak diganti ya,bahasa atau cerita
Bagus sih game nya tapi tolong kalo bisa game nya diperbaiki soal nya banyak masalah mulai dari stuck pas buka char tertentu atau kadang loading stuck abis kelarin story,4,bagus tolong diperbaiki stuck pas buka char kadang loading stuck abis kelarin story,perangkat hp
Apaan bntar² update kgk bisa di mainin jadi bete Apa she yg di update bntar² di update... Trus bahasa nya knpa bukan bahasa Indonesia..malah pkek bahasa luar. Buatan ank bangsa tpi kyk gini...,1,bntar update kgk mainin bete update bntar update bahasa bahasa indonesia pkek bahasa ank bangsa tpi kyk,bahasa atau cerita
"Developer kok enggak bisa ganti bahasa / language nya kan jadi enggak paham sama jalan ceritanya dan setelah update ini kok jadi enggak bisa keluar dari apknya, harus pencet tombol home, plis tolong di fiks bugnya sama bahasanya biar bisa paham jalan ceritanya.",3,developer tidak ganti bahasa language tidak paham jalan ceritanya update tidak pencet tombol home plis tolong fiks biar paham jalan,bahasa atau cerita
Monyet udah hampir setengah gb donlod tapi gak bisa login nih. Bikin kepo doang,1,monyet gb donlod tidak kepo doang,perangkat hp
Game anak bangsa emang keren wow amaziiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiing,5,anak bangsa emang keren wow amaziiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiing,karya bangsa
"Kemaren menggunakan bahasa Indonesia kenapa setelah di update jadi bahasa inggris, apakah bisa di kembalikan ke bahasa indonesia?",5,kemaren bahasa indonesia update bahasa inggris kembalikan bahasa indonesia,bahasa atau cerita
"I love you all agate members,Aku suka banget ama game ini,menurutku bug bug seperti itu tidak masalah bagi aku,makasih telah menyediakan game yang mengasyikkan seperti ini agate games,I LOVE U!!💖💕",5,love agate members suka banget bug bug tidak sedia asyik agate games love u,bahasa atau cerita
"Game ini dari segi cerita ok, penggambaran animasinya juga ok. Tapi sayang setelah diupdate bahasanya berubah dan tidak dapat kembali ke bahasa awal. Mohon untuk pengaturan bahasa diadakan jadi ada pilihannya...",3,segi cerita oke gambar oke sayang diupdate ubah tidak bahasa mohon atur bahasa diadakan,bahasa atau cerita
Update terus gk bisa sekali aja atau emang biasa soalnya tiap hari update,4,update tidak kali emang update,bahasa atau cerita
"Gamenya bagus, grafiknya bagus banget dan audio visualnya epic. Plot strorynya juga seru dan gak nyangka karya bangsa bisa sebagus ini. Kurangnya cuman terkadang pas di mode labirinth suka stuck pas sudah pilih level. Sekian",5,bagus bagus banget audio epic plot seru tidak nyangka karya bangsa sebagus cuman kadang pas mode labirinth suka stuck pas pilih level,bahasa atau cerita
"Sebenarnya gamenya bagus, tapi karena di update ke bahasa Inggris aku jadi gk tertarik lagi, kalo bahasa Inggris aku baca nya jadi malas, aku harap bisa balik lagi ke bahasa Indonesia.",2,bagus update bahasa inggris tidak tarik bahasa inggris baca malas harap bahasa indonesia,bahasa atau cerita
"Assalamualaikum, Aku cuma mau bilang kalo game ini bagus pake banget👍, Aku juga udah main game ini sejak tahun 2020, kalo kalian mau download buruan download, jangan ragu, dijamin bagus & seru banget kok😊",5,assalamualaikum bilang bagus pake banget download buru download ragu dijamin bagus seru banget,karya bangsa
"Suka ngelek, nama susah diganti dan suka keluar keluar. Tolong perbaiki bug bugnya",3,suka ngelek nama susah diganti suka tolong perbaiki bug,bahasa atau cerita
"Wei... Mang, udah update berkali2 tapi masih belum ada fitur claim all di quest. Males banget claim satu2",5,wei mang update fitur claim quest males banget claim,bahasa atau cerita
"Awal awal sih gameplaynya patah-patah,tapi setelah maen beberapa saat. Gameplay nya jadi lancar, mungkin faktor hp kentang.",5,gameplaynya patah patah maen gameplay lancar faktor hp kentang,perangkat hp
Lumayan seru dan kisah kasih nya bagus dan menarik,3,lumbago seru kisah kasih bagus tarik,bahasa atau cerita
"Sudah update beberapa kali hingga versi ini, selalu terjadi masalah yang sama dimana gagal masuk kalau menggunakan wifi, atau jika sudah masuk namun layar freeze dan terdapat notif content error, apakah cuma di device saya saja?",5,update versi dimana gagal masuk wifi masuk layar freeze notif content error device,koneksi
"Mantap gamenya, karakter²nya juga dari legenda² Nusantara. Sarannya untuk game ini tolong untuk story scene tambahkan efek² yg nambah membangun cerita seperti scene kerumunan di chapter pertama. Dan ada pertanyaan, cara mengubah bahasa game kedalam bahasa Indonesia gimana?",5,legenda nusantara sarannya tolong story scene tambahkan efek nambah bangun cerita scene kerumun chapter ubah bahasa kedalam bahasa indonesia,bahasa atau cerita
"Ceritanya dapet banget, mantep dah. Visual ok, gameplay asik. Cocok dimainin saat senggang",5,banget mantep dah visual oke gameplay asyik cocok dimainin senggang,bahasa atau cerita
"Nice game here👍, But my gacha rate very bad lol.",5,nice gacha rate bad lol,karakter gacha
Kok gak bahasa Indonesia lagi 😭 dan loading login/menu awal nya kenapa terlalu lama ??,5,tidak bahasa indonesia loading login menu,bahasa atau cerita
"Gini, cara ubah bahasa ke Indonesia gimana lagi yh? Eh ato masih dalam tahap perbaikan. Gk Inggris terus kan? Language gk bisa dipencet. Eh apa harus Download sepenuhnya data dalam? Soalnya kalo pake b Inggris. Yhh Inggris ku rada rada. Padahal pen ngituin Chap terbaru yg diupdate",4,gini ubah bahasa indonesia gimana yh ato tahap tidak inggris language tidak dipencet download penuh data pake b inggris yhh inggris rada pen ngituin chap diupdate,bahasa atau cerita
Kenapa Gak bisa Ganti Bahasa indonesia padahal Pas pertama Keluar cerita nya bahasa indonesia. Sekarang jadi inggris semua.😐,1,tidak ganti bahasa indonesia pas cerita bahasa indonesia inggris,bahasa atau cerita
Bagus ya tambahkan Leluhur jaman Dulu ya misal Aji Saka dan Dewata Cengker Prabu Siliwangi dll,5,bagus ya tambahkan leluhur zaman ya aji saka dewata cengker prabu siliwangi dll,bahasa atau cerita
"Menurut ku yang perlu di perbaiki adalah maslah sinyal, padahal sinyal nya lagi keceng keceng nya tapi selalu terputus, mohon di perbaiki, selebih nya sudah bagus",3,perbaiki maslah sinyal sinyal keceng keceng putus mohon perbaiki bagus,koneksi
Click loading terlalu lama jadi kesel juga anjim,5,click loading kesel anjim,karakter gacha
"Jir uda update baru mlah jd Sub.Eng...lg mles inggris""an krn krang paham , tolong set Sub.Indo nya d munculkan yh",3,jir uda update mlah jd sub eng lg mles inggris krang paham tolong set sub indonesia munculkan yh,bahasa atau cerita
Maaf untuk pengaturan bahasanya bisa di setting ulang gak yah. Karna di utama kan bahasa inggis saja. Kenapa tidak di setting untuk bahasa2 yg lain. Tolong untuk settingan bahasanya bisa di upgrade ulang. Terima kasih.,4,maaf atur setting ulang tidak yah utama bahasa inggis tidak setting tolong settingan upgrade ulang,bahasa atau cerita
Kok g bisa pake bahasa Indonesia ya,5,tidak pake bahasa indonesia ya,bahasa atau cerita
"Akun gw mana asu, udah login malah buat akun baru game rusak biadab",1,akun asu akun rusak,koneksi
"Gamenya asik apalagi tentang indonesia keren deh, kalo bisa tambahin fitur skip fightnya dong, biar ngga nunggu terlalu lama buat naik stagenya",5,asyik indonesia keren deh fitur skip nunggu,bahasa atau cerita
Di mana cara ganti bahasa ko jadi bahasa Inggris????,5,ganti bahasa ko bahasa inggris,bahasa atau cerita
"STORY dan grafiknya bagus, tapi kok setelah update jadi stuck di loading mau masuk. Chance nya sudah di bersihkan dan buka youtube or game lain lancar. Apakah server down?",3,story bagus update stuck loading masuk chance bersihkan buka youtube lancar server,koneksi
Kenapa bahasanya tidak bisa dirubah menjadi bahasa Indonesia? Harus English only kah?,5,tidak diubah bahasa indonesia english,bahasa atau cerita
Gamenya bagus sekali. Betah main lama-lama. Hanya saja jika sudah di buka untuk berbagai negara tolong di beri opsi bahasa. Barusan buka kok pilihan bahasa masih di kunci. Terimakasih. Dan semangat terus buat developer.,5,bagus betah main buka negara tolong opsi bahasa barusan buka pilih bahasa kunci terimakasih semangat developer,bahasa atau cerita
Nyari gift code ya dimana ya?,5,gift code ya dimana ya,bahasa atau cerita
"Padahal sebelumnya bahasanya indo kenapa pas update kok jadi inggris terus pas mau ganti bahasa kok ngak bisa"",tolong bantu min.",4,indonesia pas update inggris pas ganti bahasa ngak tolong bantu min,bahasa atau cerita
Bagus gamenya.. tapi kok pas habis saya update ke versi 0.86.01 bahasanya kok ga bisa diganti ke indo ya? Mohon solusinya. Terima kasih.,5,bagus pas habis update versi tidak diganti indonesia ya mohon terima,bahasa atau cerita
"Gamenya bagus, tapi bahasanya tidak bisa diganti. Mohon untuk ditambah fitur penggantian bahasa.",4,bagus tidak diganti mohon ditambah fitur ganti bahasa,bahasa atau cerita
"Game sederhana yg bikin nagih. Design hero keren, plot lumayan kuat, gameplay addictive, cuman rada masalah di loading time yg rada lama dikit. But, so far so good...",5,sederhana nagih design hero keren plot lumbago kuat gameplay addictive cuman loading time dikit far good,bahasa atau cerita
"Game nya bagus, alur ceritanya menarik, tapi abis update kok bahasanya dari Indonesia malah ganti ke Inggris, fitur buat ganti bahasanya gak bisa, tolong segera di perbaiki",4,bagus alur tarik abis update indonesia ganti inggris fitur ganti tidak tolong perbaiki,bahasa atau cerita
Bahasa di story nya g bisa di ganti ke bahasa Indonesia,4,bahasa story tidak ganti bahasa indonesia,bahasa atau cerita
"Bagus banget ini gamenya, apalagi storynya seru dan bikin deg²an. Hayuuuuk gaskan mamang donlot ae, g nyesel kok!!! Nice mint👍",5,bagus banget seru degan hayuuuuk gaskan mamang donlot ae tidak nyesel nice mint,karakter gacha
"kasih 3 dulu ya soalnya ga bisa pake bahasa indonesia , aku udh coba ga bisa d klik pengaturan bahasanya , gmna ya cara nya biar bisa bahasa indo",4,ya tidak pake bahasa indonesia coba tidak klik atur gmna ya biar bahasa indonesia,bahasa atau cerita
"Game nya bagus banget,bertema indonesia Semangat trus ciptain game² indonesia, Agar indonesia bisa di kenal sampai mancanegara👍, ANGGAP AJA KOMENTAR YANG BURUK SEBAGAI PENYEMANGAT😊",5,bagus banget tema indonesia semangat ciptain indonesia indonesia kenal mancanegara anggap komentar buruk penyemangat,karya bangsa
"Guud semua story, karakter, dan segi lainya.. Tambahan aja 1. Gacha pake tiket bisa langsung 10 2. Rate bintang 5 naikin terlalu sulit. 3. Dari battle tolong tambahin full manualnya ya. 4. Story bisa di ulang Dah itu aja sih",4,guud story karakter segi lainya gacha pake tiket rate bintang sulit battle tolong full ya story ulang dah,bahasa atau cerita
Akhirnya code atma udah mulai melakukan global launch👍🏻👍🏻👍🏻👍🏻🤩🤩🤩🤩🤩❤️❤️❤️❤️❤️,5,code atma laku global launch,bahasa atau cerita
"Bagus banget.....game nya cocok buat nemenin bosen tampilannya juga modern, cocok dah, nilai plus ama si pocong, satu lagi cepetin dong terjemahannya males mikir bahasa inggris. 🤣🥳",5,bagus banget cocok nemenin bosen modern cocok dah nilai plus si pocong cepetin terjemah males mikir bahasa inggris,karakter gacha
"Bagus sih, cuma rate gacha nya ampas banget jadi punya Atma paling mentok bintang lima doang, gk kek game sebelah :(",3,bagus rate gacha ampas banget atma mentok bintang doang tidak kek belah,karakter gacha
