X,y
salut developer indonesia gamenya kali story tarik atmanya ganggu ai karakter tidak pintar sistem auto attack ai cerdas serang atma serang musuh timbang sekarat hit mati give luang serang,1
moga developer aktif update event hero rutinnn biar tidak boredd spectaaa,1
tidak download habis login bahasa inggir tidak bia ganti tolong kasih solusi,1
fresh ngebangun tema mitologi nusantara gameplay desain karakter suka desain bagus banget xd tahan btw desain jelangkung suka,1
suka utama cerita bagus banget ganggu tidak fitur sortir kadang pas atur bingung atma tipe api air tanah dll kecampur,1
tunggu doujin illust pixiv v,1
gacha diamond atma gile hoki dukung anak bangsa lupa update fiktif keren suka sampe chapter,1
tema alur gameplay fitur animasi efek control tutorial dipadatkan utk dialog sya erti cerita legenda angkat tidak suruh anak bahasa naskahnya pilih dialog alur cerita unik tidak ribet gaje tidak target pasar tidak suai,1
tidak pake akun google,-1
segi lumbago bagus segi sayang atma bintang susah tidak rajin tolong update mohon rate atmanya dibesarin atma bintang dibanyakin,1
hmmm mantep tolong atmanya tidak yaudah ngerti tidak mudah,1
tidak main code atma download kagumi story bagus cuman ink lihat lagger battle bagus bilang gacha ampas salah lihat rate promo devaloper semangat truss terimakasih,-1
mohon maaf main kendala alami force close spek hp mumpuni internet stabil force close stuck dilayar hitam,1
mohon maaf kak update knapa beginner quest barong ngebug ya misi doang dibuka tidak selesai mohon diperbaiki kak,1
bagus henti chapter ya idle income tidak ambil tidak chapter mohon bantu bagus banget,1
maju industri tanah air,1
ko tidak masuk bacan teriangri,1
kembangkan ditunggu alur tarik penasaran gimana goodluck agate code atma,1
selesai chapter layar hitam grafis turun lakukan,1
salut developer indonesia semangat anak bangsa,1
slot atma main slot butuh diamond ganggu,1
translatetan salah ya beginner mission reach floors capai lantai selesaikan lantai bahasa clear floors bener bingung,-1
tidak kasih kaya idle kelarin quest reddem code kadaluarsa seriusan pelit,-1
sistem inherit kakak idle keren biar player mudah level atma atma bintang,1
tolong optimalkan hp ledak bosss,-1
mending hilang rugi dwonlod tidak bukak bagsat,-1
tpi pliss kak season cman uninstal mentok seaesonnya nunggu updatetan nambah season cman nambah katakter please skin kasih event biar tidak pake duit kak thanks kak masuk karakter effeck dibikin kak gerak kluarin skill kena hit efeck suara jga kak,1
atma seru ngumpulin koleksi,1
indonesia auto bintang saran fitur karakter hantu wkwkwk,-1
keren mainin hawa kerasa banget bantu alun bagus seru rapi tidak buru buru kenal tokohnya simpel tidak ber tele tele bagus top kalou orang indonesia ditunggu chapter yaaaaa,1
rpg keren tidak nyesel download love,1
developer agate aq suka seru keren kasih saran tolong kasih voice actor ya mohon sediakan bahasa indonesia erti,1
bagus suka iddle rpg atmanya setan indonesia xd tolong atma limited ssr kuntilanak pocong atausetan setan spesial,-1
bagus backsound betah main next update joss,1
stuck tidak masuk update,-1
suka code atma gacha suka gacha tolong tautin google play gampang,1
tarik storynya bagus update bug,1
mantab loading bete nunggu loadingnya ditingkatkan ya develover bagus semangat develover indonesia,1
bagus suka pensi info temenku bahasa indonesia mainkan nyata bahasa paham terima kasih fitur bahasa indonesia,1
developer mantap bangetlah yaa v oh iya tambahi karakter moe imoet gtu biar pas maen wkwkwkkw v semangat teruzzz,1
seru banget leganda legenda indonesia kali ajar,1
omg bagus tidak ketulungan main sayang produk anak bangsa diajak saing industri semangay tim agate moga kontribusi maju industri teratas,1
tidak mengkaitkan akun ulang,-1
bagus dah karakrer ya horor ato tidak serah karakter khas indonesia sisanya bagus,1
ya pas masuk fight club suka mohon perbaiki yah platinum nanggung masuk,1
bagus sempurna story komentar chapter suka story chapter dimana informasi story buru buru pribadi kaget banyaknya informasi story terima main chapter gameplay tidak tolong tambahkan fitur informasi atma battle tidak kecek atma,1
seru dimainin syng susah kl synth atma jd susah story mantap jiwa best dah,1
update tidak masuk sory bintang,-1
tolong samsung galaxy pakai tombol back tidak pakek tombol back,-1
usul fitur reset level atma gacha hoki bintang atma bintang level ngumpulin idle exp nunggu sayang reset level atma level kian pakai diamondkan atma lvl direset exp gold upgrade modal upgrade atma ngak mubazir gold exp usul main idle,1
keren tarik jugaa ide bagus event kakk hehehe,1
ditunggu alur cerita btw adain event rate barongnya kak liat bagus ya maen wkwkwk ditnggu alur cerita btw karakter pacar nana ngak kasna biar segi romance atma karakter utama cemburu oke karakter ditunggu btw saranin nenek lamper randa dll btw dipercepat oke,1
bagus banget hero ny urban legeng mitos sosok hantu indonesia saran char hero indonesia urban legend mitos sosok hantu bingung kombinasiin grup battle,1
bagus saran animasi pas battle perindag,1
hehe bagusss bangeeet harap bahasa indonesianya hehe moga liat komen wkwkwkw,1
kak perbaharui code atma suka bagus bagus mohon,1
fitur cancel ultimate biar mempernyaman player battle,1
keren gan tidak nyesel download,1
segi grafis model sound tolong perbaiki damage skill atma damage tidak lawan lemah elemen atma bener masuk banget damage lihota team mage 1 healer archer tank tidak damage mage lihota lawan elemen dimana efektif tidak,1
bagus suka asset checking failed min tolong,-1
keren sumpah sampe chapter tunggu chapter,1
suka grafik perhalus afk yaa,1
code atma app fav banget ganti smartphone login akun gabisa create,-1
nice tinggal tingkatin respect crew libat gg gacha indonesia termantabbbbbbb,1
tarik penasaran ngikutin tokoh familiar masuk salam main,1
hai agate guys download parah hapus kian download eehh tidak masuk akun fb masuk email tips lag buka akun cari power saving tap mode turun nahh oiya sistem gacha tidak pelit pelit thank agate yaaa thanks,1
main saran kak altar mohon ya nganggur rtrie stone dev agate tetep semangat ya indonesia,1
developer dengar konsumen bagus konsumen puas,1
tidak update mahal banget update jir main doang jir,-1
bagus sayang moga kedepan bug diatasi pastikan download sdh stabil,1
suka kak simpan hp,1
bagusss recomended indonesia banget urban legend indonesia bro respect,1
canggih euy asyik banget alur keren,1
saran voice biar seru ngeluarin skill atma bagus suka,1
bagus tarik best kode,1
saran update makhluk atma battle narasi cth dirumah singgah battle rumah singgah skill bagus gerak tidak tabrak ar hehe,1
tolong even atmanya bedak bintang kembangkan tarik,1
jelek bo ong yahaha palpale pal pale,-1
segi alur cerita tarik battle lumbago kadang crash tolong perbaiki,1
dear defeloper cobak kayak pokemon go versi hantu indonesia kawaii makasih tolong pas battle atma hd,1
jujur main macem code atma keren banget maps suka ngelag kupikir bagus lancar chapter completed dibuka completion prize chapter diclaim,1
saran min perbaiki error ngelag pas match dah lainya dah bagus,1
alur bagus fight bagus hero sulit,1
keren kali suka rpg turn base bagus suka,1
oke si kasih saran tolong sistem skip animasi ultimatenya cepat durasi tarung player bosan durasi tarung animasi,-1
istirahat comeback bagus animasi stabil semangat tim developer agate code,1
keren coba andai open world,1
seru moga ntar enggk pay win kyk rpg gacha,1
elegan semangat anak bangsa majukan indonesia mu,1
fakum mah bahasa balikin kaya nyata alesan incar pasar global basi maimtance doang tidak ubah ngasih ulas tidak dengar,-1
kecewa kecewa tidak gilir pakai spirit summon point hilang selamat tinggal kecewa lapor cs respons mesin auto answer,-1
keren gan cerita bagus cuman pas flask screen thx,1
bagus segi cerita oke banget saingin web komik indonesia segi gameplay asyik komplek cari referensi turnbase kek br nine night gent gacha rate bagus dikurangin rate lho ya sarab kasih ilustrasi khusus atma bintang ya gimmick lumbago biar artist indonesia kerjaan,1
bang fitur chat teman publik,1
ngakak setan setan indonesia karakter bagus smoga development bagus,1
tidak bs masuk bos ditunggu tidak bs masuk,-1
jancok dah tunggu sdh sdh rilis main kaitkan akun facebook code atma henti anjink cok masuk tidak failed connection lo pke nonton youtube anjink cok bangsat top cuk ngambil untung top teman,-1
keren sumpah kasih saran battle kasih gerak sederhana biar tarik pas battle story adain suara biar dibaca didenger ya gamenya keren sumpah,1
bagus sayang semi auto seru,1
seru banget main coba tidak kecewa,1
woah big tiddie onee san sayangnya kasna tidak big tiddies onee,1
bagus suka bahasa indonesia hilang gimana ganti bahasa,1
suka genre strategi story mode bagus karakter karakter lumbago cantik cantik,1
tarik sayang karakter karakter cowok moga biar ditambah pilih karakter utama main cewek senang alur lumbago gampang diterima pesan surat n sirat lumbago bagus karakter atma bgm gambar lumbago cocok bgm nyelesain chp mistis bgm cocok rinding dikit dengerin,1
story keren play tarik terimakasih dedikasi tingkatkan,1
w tidak hero tidak serang musuh darahnya sekarat ngeselin bgt asli org menang jdi kalah gara hero asl tolong sistem serng perbaikin,1
puas coba suara teriak jerit suara mistis edit susah download kenceng streaming okey main code atma kuat,1
rpg indonesia emang dabest,1
bagus update enak jaring tidak,1
ka saran adain lock atma nyaa tidak jual atma kejual jual huhu udahmah susah tolong yah ka,-1
suka tpi diubah tidak keliatan kaku mangaclash ninja heroes tarik,1
yoi brooo keren banget main kepikiran salah anime judulnya darwins yaa campur yu gi oh v kebayang tidak dijadiin film animasi seru hero keren pocongnya kawaii v oh iya tingkatkan skill hero luarbiasa tombol tidak woyyy wkwkwkwkwk gpp problem pokoknya best luarbiasa bagus,1
wowwwww seru mama mengijinkanku mendonlot semangat cari hantu bunuh player atma terimkasih cipta sekeren lopyu mama nilai mtk,1
perfecto nice update puas harap kembang,1
berat banget tidak rekomended uninstall,-1
mantap gan tambahkan karakter,1
fixed sorry kak liat ulas,1
kemarin stuck close tidak bagus respons cs keluh tanggap sip,1
maen stage hero summon gimana cacad mohon bug benahi,1
tolong daftar akun permudah,1
code atma bagus cuman kadang close force lag pake wifi pake data tolong fix perbaki bagus bad dev apresiasi indonesia maju semangat dev,1
halo developer agate update keversi,1
bagus jaring try mulu tolong,1
loading klaim reward klaim poin quest dipercepat loading kian terima,1
bagus bet dah cerita mantap bet keren dah karya anak bangsa semangat kembangin chapter cerita doang cerita oke mantap ragu download dah,1
tarik hibur masuk developer memberika cerita atma wawas masyarakat indonesia daya tarik baca doang wujudkan lupa like komen subrek,1
asli seru banget tunggu update terima,1
baguslah seru penuh mistis misteri ya dibilang kenyataanyg pikir mistis oke dah ajh daei mohon pakai bahasa indonesia ya,1
jelek pelit kasi bintang yauda pelit kasi bintang kek makan bintang,-1
games usaha indihome suka,1
bagus seru rugi tidak download,1
yaaa login susah bener main pas masuk lamaaa banget,1
chara waifuable jirr si noni dewi shinta,1
overall bagus suka story dlm gameplay berat ya tolong optimalkan ya indonesia maju,1
gabisa move akun ilang gegara lupa dibind rela main moga akun hoki,1
kasih belom review support karya anak bangsa utamakan kualitas puas player target utama tidak tidak laris saran,1
oke bagus boss cintai produk lokal,1
buatlah milih jurus bosan tekan skillnya,1
semangat selamat kembang ya dev,1
bagus bintang ratus ikan,1
bang buatin versi rpg,1
kreatif hantu indonesia jadiin tema beuh kombinasi bagus,1
indonesia pas update inggris pas ganti bahasa ngak tolong bantu min,1
min akun ilang bind pas main ngulang vakum semenjak rilis pas maen ngulang,1
semangat developer nmengembangkan bagus arif lokal,1
nunggu nunggu indonesia gini tolong jngan cuman makhluk mitologi sejrah doang hero kyk si pitung ngambil dongeng kyk malin kundang jug kren bnyk minat sukses min,1
bagus kenal budaya leluhur bug,1
pas nge claim peti achievement animasi hasil ter claim delay sengaja desain delay delay lumbago detik dah pindah halaman muncul lumbago,1
si bagus kadang kadang reconect pake wifi pliss episode cerita nyaa sangad penasaran kisah good pkok,1
duduhh exp gold hilang synt gede ngumpulin tau trap,1
ditingkatkan gameplay bagus dipengaturan back benerin iya back liat atma menu utama,1
top mudah lvel hero,1
harap temu developer saran erti anak komputer,1
anak negeri patut dicoba test drive battle tidak keliatan yah black screen yah namanya setan tidak keliatan hahaa gpp dah,-1
bagus kalah kadang lag bagus tingkatkan ya,1
bagus suka grafik lumbago keren pokoknya rekomendasi banget,1
bagus semangat tingkatkan lgi,1
update ukur ny suka,1
keren banget suka idle real distretch,1
ganti akun gimana ya kaitkan email tidak tombol ganti tolong perbaiki,-1
keren cerita horrornya tagih si ocong imut banget hehehe sukses,1
coba emang hp tidak kuat,1
gameny bagus banget jarang nemu tema character gachany bagus tolong perbaiki gameny reconnect internet bagus perbaiki update late version tidak main pas link account tidak dibenerin bintang thanks,1
ya download bagus bintang,1
bagus tlong kin cerita adakan event tarik tmbahkan lg atma,1
bintang ya quest selesai tidak ambil ya playnya lumbago bagus stuck loading,1
tolong ditambah ya henti chapter karen bagus jalan,1
update bagus force close fix,1
dftr akun agateny login pke akun dibikin ny henti hp sya bermasalah,1
bgaus sumpah tolong dikembangin ya om,1
gilir musuh serang cp musuh kalah hmmm,-1
chapter bos kasih kendor,1
ayo anak bangsa keren,1
